cls	gene	meta_long	meta_short	topidp_long	topidp_short
slim	CSDE1	0.3261387050151825		0.24651612903225809	
slim	CAMSAP2	0.2965908944606781		0.08327272727272726	
slim	CDK11A	0.9194272756576538	0.8529999852180481	0.2653636363636363	-0.884
slim	C19orf47	0.14478667080402374		0.055933333333333356	
slim	NAMPT	0.028466666117310524		0.21033333333333334	
slim	VTI1A	0.09041481465101242	0.7957923412322998	-0.21440740740740744	0.22453846153846152
slim	HSP90B1	0.9786500334739685	0.9297000169754028	0.347375	-0.397
slim	MIF	0.12354999780654907	0.7458642721176147	-0.1936875	0.22078571428571434
slim	PTGES3	0.8275466561317444		-0.006766666666666661	
slim	P4HB	0.07942727953195572		0.12531818181818186	
slim	TCF7L2	0.8104706406593323		0.1978235294117647	
slim	ACO2	0.027540002018213272		-0.11059999999999999	
slim	NELFE	0.8461856842041016		0.19142857142857142	
slim	P4HB	0.17939412593841553		0.09314705882352942	
slim	ATAT1	0.883603036403656		0.27584848484848484	
slim	DHCR7	0.05940312519669533		-0.20865625	
slim	FAM104B	0.3937299847602844	0.39384737610816956	0.0915	0.2246315789473684
slim	CHCHD5	0.7033067345619202	0.321399986743927	0.2959333333333333	-0.397
slim	B2M	0.35001668334007263	0.5543076992034912	0.15905555555555556	-0.10500000000000001
slim	TMEM161A	0.014460000209510326		-0.20571999999999996	
slim	CAMK1G	0.9642115235328674	0.29264000058174133	0.1241923076923077	-0.03160000000000002
slim	SYT1	0.9645333290100098		0.10666666666666665	
slim	RPL17	0.7026199698448181		0.22319999999999998	
slim	HNRNPK	0.26192501187324524	0.19166667759418488	0.21675	0.0766666666666667
slim	CCDC127	0.9334461688995361		0.23758974358974355	
slim	CELF4	0.7151333689689636	0.633899986743927	0.06133333333333333	0.303
slim	LAMTOR3	0.08567143231630325		0.1702857142857143	
slim	HNRNPU	0.9868420958518982		0.3271578947368421	
slim	PDZD4	0.3013710081577301	0.5009999871253967	0.1258684210526316	0.19175
slim	NUP214	0.9748230576515198	0.9807999730110168	0.1642307692307692	0.007
